case,def_past,def_pres,def_fut,think_pas,think_pre,think_fut,import_pas_pre_fu,relation_pas_pre_fut,tbf1,tbf2,tbf3,tbf4,tbf5,tbf6,tbf7,tbf8,tbf9,aatas1,aatas2,aatas3,aatas4,aatas5,aatas6,aatas7,aatas8,aatas9,aatas10,aatas11,aatas12,aatas13,aatas14,aatas15,aatas16,aatas17,aatas18,aatas19,aatas20,aatas21,aatas22,aatas23,aatas24,aatas25,aatas26,aatas27,aatas28,aatas29,aatas30,sls1,sls2,sls3,sls4,sls5,sls6,sls7,pps1,pps2,pps3,pps4,pps5,pps6,pps7,pps8,pps9,pps10,pps11,pps12,gdms1,gdms2,gdms3,gdms4,gdms5,gdms6,gdms7,gdms8,gdms9,gdms10,gdms11,gdms12,gdms13,gdms14,gdms15,gdms16,gdms17,gdms18,gdms19,gdms20,gdms21,gdms22,gdms23,gdms24,gdms25,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,ysrs1,ysrs2,ysrs3,ysrs4,ysrs5,ysrs6,ysrs7,ysrs8,ysrs9,ysrs10,ysrs11,ysrs12,ysrs13.a,ysrs13.b,ysrs13.c,age,sex,race,income,edu,edu.father,edu.mother
264,Something I must learn from.,What am I doing now and how does it affect my future?,A time for improvements and changes.,3,4,4,6,3,4,3,3,1,3,3,3,2,4,4,3,4,1,4,3,3,3,4,1,4,3,3,4,2,1,4,1,4,3,4,1,2,3,2,4,2,4,3,3,4,2,4,2,4,3,4,3,2,2,4,2,4,4,4,3,3,2,2,3,4,2,2,4,3,4,4,4,3,4,4,3,2,2,4,3,3,2,2,4,4,4,2,2,2,1,2,2,2,2,2,2,2,1,-3,2,4,4,-4,-4,3,4,4,3,4,4,I don't throw garbage in t,I don't use plastic straws.,I avoid waste.,16,2,2,2,2,3,3
265,Something that has passed.,The now.,Something that will still happen.,4,1,4,4,3,4,4,3,1,3,1,4,4,4,5,4,5,2,4,1,5,1,5,1,3,2,5,4,1,1,4,1,5,1,4,1,2,4,1,4,1,4,1,5,4,1,4,3,4,4,3,2,2,4,4,4,3,4,4,2,4,2,1,4,4,1,1,4,3,4,4,4,2,4,4,4,2,3,4,4,4,3,4,4,4,4,3,1,2,2,3,3,2,2,1,2,4,1,-4,2,4,4,-2,-4,1,3,3,1,2,0,I separate organic and com,,,16,2,2,5,2,4,4
266,Events that have already occurred.,What is happening now.,Events that will happen.,4,4,4,7,4,4,4,4,3,3,2,4,4,1,,4,2,3,2,4,3,4,3,3,2,3,3,2,3,3,2,3,3,4,2,2,3,2,1,3,3,2,4,2,3,1,5,4,3,1,2,2,2,3,3,2,4,3,3,4,3,2,2,3,3,2,4,4,3,3,4,3,2,4,4,3,2,2,4,4,4,2,3,4,3,3,3,2,4,1,4,3,2,1,2,3,4,2,-3,2,3,3,-4,-4,4,3,2,2,3,3,I participated as a volunt,,,16,1,2,2,2,3,2
267,Something that has passed.,Something that is happening right now.,Something to come.,3,4,4,6,3,4,1,2,3,2,1,3,2,2,4,2,5,2,4,2,3,2,3,1,4,2,3,4,2,2,4,2,3,2,3,2,2,4,1,4,2,4,2,4,4,2,2,2,5,3,2,3,4,3,4,3,3,4,4,4,3,2,2,2,2,2,2,4,3,2,5,3,2,3,4,2,3,3,4,2,4,2,2,3,4,4,3,2,1,1,3,2,3,1,2,1,3,3,-2,3,3,4,-3,-4,3,1,1,3,3,1,Not throwing trash on the,Reducing the amount of water used.,Reusing materials.,16,2,1,4,2,4,5
268,Actions and momentum that got me to where I am today.,Set of actions that will define your future.,Point where all actions already carried out made me arrive.,3,4,3,7,3,3,4,3,2,4,3,4,4,3,4,3,5,1,4,1,4,3,4,4,4,2,3,3,2,2,4,1,3,2,4,2,1,3,1,4,2,4,3,4,4,2,3,2,4,2,3,2,2,3,4,3,5,4,4,4,2,2,3,3,3,2,4,4,3,3,4,3,2,5,5,3,3,1,3,3,4,2,1,2,3,3,2,2,2,2,3,2,3,3,2,3,3,2,-3,3,4,4,-4,-4,4,4,4,3,3,2,Do not throw rubbish on th,Do not use disposable objects.,,16,2,6,1,2,4,5
269,Verb tense of something that has gone or happened.,What happens in the moment you live.,Something is about to happen.,4,4,4,7,2,4,3,4,2,5,3,5,4,2,5,2,4,3,4,1,3,4,4,4,4,1,4,4,2,2,5,2,5,2,5,3,1,4,2,5,3,4,3,4,4,2,4,2,4,2,2,2,3,4,5,4,1,5,5,4,2,2,3,2,5,2,1,5,4,4,5,2,5,4,4,4,2,4,4,2,4,2,2,4,2,2,2,1,1,2,4,3,2,4,3,1,4,1,-4,4,4,4,-4,-4,4,4,2,1,4,-2,,,,16,2,4,2,2,3,3
270,The events that once made the current situation.,The moment I'm living.,Actions that have not yet been performed.,3,4,4,7,4,3,2,4,1,4,4,4,3,3,5,4,3,1,2,2,4,4,3,1,2,2,4,2,1,2,4,1,4,4,3,1,4,2,1,3,2,4,4,3,3,1,5,3,4,2,5,2,4,4,4,5,1,4,4,5,1,1,2,4,4,2,2,5,1,4,5,5,4,4,4,4,2,1,4,4,5,1,1,4,4,2,1,1,1,2,3,4,4,2,1,3,3,3,-4,2,3,4,-4,-4,3,4,3,1,3,1,Use less water in daily pe,Dispose of garbage correctly.,,16,1,2,4,2,5,3
271,It contributes to the future.,Bad.,Something idealized.,4,4,4,7,4,3,2,3,2,3,3,3,2,2,5,5,3,3,2,1,3,5,3,3,1,,3,1,3,3,1,2,3,1,3,1,1,3,1,1,3,3,5,3,1,1,5,5,1,1,1,2,2,4,4,2,3,3,3,5,1,2,2,4,2,4,2,4,3,4,3,4,2,5,3,4,1,1,5,5,4,1,1,4,5,4,3,2,3,4,4,1,0,0,2,4,4,4,-4,4,4,3,-4,-4,4,3,4,4,4,4,I give food to those in ne,,,16,2,1,2,2,3,3
272,"What has already happened and is therefore (in the future) immutable, does not come back.","What is happening, in the now, in today. And that, therefore, can be changed.","What is yet to happen, sometimes certain, sometimes uncertain, like everything else in life.",4,4,4,7,4,1,1,2,1,3,4,4,2,2,5,3,5,1,3,3,3,5,5,1,2,5,4,3,4,1,4,1,5,2,5,2,1,5,1,5,4,5,4,5,5,1,5,1,5,2,1,1,5,5,5,1,4,1,3,3,1,1,1,5,3,5,5,5,1,1,2,3,1,5,1,2,5,1,5,1,2,5,1,5,5,4,1,5,4,4,4,2,3,0,0,4,4,2,-4,4,4,4,-4,-4,4,4,4,4,4,4,"I'm not involved, but I'd",I believe it is important to do something (relevant),about global warming and pollution.,16,2,2,2,2,3,3
273,Set of sad or happy memories that help you to be mature and make good choices.,Present is a unique opportunity to live and change a past situation.,The future is a set of opportunities to live life in the best way.,4,3,3,4,3,1,2,3,3,4,1,4,3,2,5,4,3,4,2,5,5,5,4,1,2,4,5,2,5,2,3,1,5,3,1,2,4,1,1,4,5,5,3,2,4,2,5,5,4,2,2,1,2,2,4,4,2,4,4,4,4,4,4,3,3,1,1,4,3,4,5,2,3,5,5,3,,2,4,4,4,2,2,5,4,5,4,2,3,3,4,2,4,2,1,4,4,4,-4,4,4,-1,-4,0,4,4,0,4,4,4,,,,16,2,6,2,1,4,3
274,"Important to form the person I am today, even the mistakes.","That's what matters most, right? Must use it to always evolve.","Possibility, it's all unpredictable possibilities that depending on your attitudes in the present, increases or decreases the ch",3,4,4,6,3,5,4,3,4,4,3,4,4,4,4,1,5,1,4,1,4,1,5,1,4,1,4,4,1,1,5,1,5,1,5,2,1,4,1,5,2,5,2,5,4,2,2,2,4,2,3,2,1,1,3,2,2,3,3,3,2,2,4,4,4,2,2,4,2,3,4,2,2,4,4,3,2,2,4,2,4,2,2,4,4,3,2,2,1,0,1,2,3,2,2,1,1,1,-4,2,4,4,-4,-4,4,4,3,4,4,4,"Not well at the moment, bu",,,16,1,2,3,2,5,4
275,Something that has passed that added and made a difference in my life.,I learn more and more every day.,The best is yet to come.,3,4,4,6,3,4,3,2,4,5,5,4,4,3,5,2,4,1,4,1,5,2,4,1,4,1,5,5,1,2,3,1,5,4,4,5,2,4,1,4,2,5,1,4,4,1,3,,2,,4,3,2,3,4,4,4,4,4,2,3,3,2,4,4,1,3,4,4,3,5,,1,4,5,3,2,2,4,2,5,2,3,4,,4,2,,3,2,2,3,2,2,2,2,3,1,-4,4,3,4,-3,-3,4,4,4,3,3,2,I'm throwing the garbage i,I'm saving water.,I try to reuse.,16,2,1,3,1,4,5
276,Something that has occurred and is unchangeable.,Consequence of the past.,New opportunities.,4,3,4,5,4,1,1,4,2,3,2,3,2,1,3,1,4,2,4,3,4,2,5,2,4,4,3,4,5,2,3,2,4,4,2,3,2,4,2,4,4,3,2,3,5,2,5,3,4,4,4,2,4,3,4,2,2,5,5,4,2,5,2,3,2,3,4,5,5,5,4,4,4,1,5,5,3,3,2,5,2,5,5,3,5,2,5,3,2,1,3,2,4,3,2,4,1,0,-3,2,4,2,-4,-4,4,4,4,3,3,3,I avoid using cars.,I collect garbage in the streets.,Recycle to the fullest.,16,1,4,4,1,5,4
277,"Time in which I had good and bad moments, in which both served as a reference for a similar moment.","Time to do things differently in the face of the lessons learned from the past, always looking to improve.",Moment loaded with hope and expectation.,4,2,4,6,4,3,2,3,1,3,3,3,3,1,5,5,3,2,2,3,4,3,5,1,2,5,4,3,4,2,3,1,3,4,5,2,3,1,4,3,4,4,5,4,2,4,4,1,4,1,4,5,5,2,5,5,5,5,5,3,5,5,4,4,4,4,2,4,3,3,5,4,5,4,4,4,5,2,4,1,3,5,2,3,4,2,3,4,1,3,4,3,1,2,1,3,1,3,1,2,4,4,-4,-3,4,4,4,3,4,0,,,,16,1,2,3,2,4,3
278,"A time that will never come back, but it has a great influence on the present and on our social formation.",Current situation that can be redefined by each individual.,Uncertain situation that can cause anxiety and fear.,4,4,4,1,4,3,4,5,4,2,2,3,5,1,5,3,3,1,3,4,5,3,3,1,3,4,4,3,1,1,3,3,4,3,4,1,3,1,1,3,4,5,5,3,2,1,5,5,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,4,4,5,4,4,4,4,4,4,4,5,5,2,5,4,4,4,1,5,5,2,5,4,4,4,0,2,1,0,4,4,4,-4,1,4,4,-3,-4,1,1,2,4,4,-2,Decrease meat consumption.,Excludes the use of disposable objects.,,16,2,2,2,1,5,5
279,"A time that no longer exists, but existed, consequently defines me as being.","My current situation, all experiences, desires and desires. It is a reflection of what I once was and what I want to be.","A time approaching, usually planned.",4,4,4,7,4,3,5,3,4,5,2,2,1,2,5,2,4,1,3,1,4,2,5,1,3,2,4,4,1,1,4,1,4,3,5,1,1,3,1,3,1,4,2,4,4,2,3,3,4,3,4,4,5,5,5,4,4,5,5,5,3,1,2,4,2,1,3,4,3,2,3,4,3,4,3,1,2,3,3,4,1,3,1,3,4,3,3,1,4,4,2,3,1,2,0,2,2,3,-4,4,4,4,-3,-4,-1,3,3,4,4,4,Reduction in water use.,Garbage separation.,And transport that is less degrading to the environment.,16,1,1,3,2,4,3
280,Something that already happened.,Something is happening.,Something that will happen.,4,4,3,6,4,4,3,4,2,3,2,2,3,3,4,2,5,3,4,1,4,3,5,2,4,2,4,4,1,2,4,1,4,2,4,2,2,4,3,4,2,4,3,4,4,2,4,3,4,4,4,4,3,5,5,4,2,4,4,4,3,4,3,2,3,3,4,4,4,4,4,3,4,4,5,3,5,2,3,4,4,4,2,3,4,4,2,4,3,3,3,1,0,0,0,3,3,3,-2,3,2,3,0,-1,2,3,1,1,3,3,I'm not.,,,16,2,2,3,2,4,4
281,Something that already happened.,What is happening.,What will happen.,4,4,4,6,4,3,1,4,3,3,2,2,2,1,3,3,3,4,3,3,2,4,3,3,2,4,2,2,3,4,2,3,2,4,3,4,3,3,3,2,3,2,3,3,2,1,5,4,3,1,3,4,4,4,5,3,4,3,4,4,4,3,2,2,3,2,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,4,3,4,3,2,2,2,3,3,4,2,2,1,0,1,3,4,-1,3,4,4,-3,-4,3,3,4,4,4,2,,,,16,2,1,2,2,3,3
282,"Astounding, it continues to influence in the present.",Time when mistakes are made.,Consequences of errors.,4,4,4,5,3,4,2,2,1,4,3,2,2,1,3,4,2,3,2,5,3,4,3,5,2,4,2,2,4,4,3,4,2,4,2,3,4,1,2,2,5,3,4,2,2,1,5,5,2,1,1,3,4,4,4,2,3,3,4,4,3,3,3,4,3,1,5,3,3,3,4,4,3,4,5,3,4,4,4,3,4,2,3,4,3,4,3,2,3,3,2,1,2,0,1,3,3,4,0,1,1,3,-3,0,-1,0,-4,-2,-2,-2,Throwing garbage in their,,,16,1,4,2,1,4,4
283,"It's something that doesn't matter, but at the same time it matters, because our good or bad memories are present in it.","Something that must be experienced, in a natural way.","Something we must seek in the present, so that in the future.",3,4,4,,,2,2,1,1,4,4,3,1,1,4,5,4,3,4,1,3,4,5,1,3,3,3,3,2,1,4,1,3,3,2,2,4,3,1,4,4,4,4,4,3,4,5,5,4,3,4,2,3,2,4,2,3,2,2,2,3,2,2,4,4,2,4,4,3,5,5,4,2,3,4,4,3,3,4,4,4,3,1,5,4,4,2,5,2,0,4,3,2,3,2,1,2,3,-4,-3,3,3,-4,-4,4,4,4,-3,,,,,,16,1,1,,1,,
284,"As a form of memories, longing, desire to forget sometimes.","Attitudes, actions.","With my attitudes, what I do in the present influences the future.",2,4,2,2,4,4,4,4,1,4,1,4,1,4,2,5,3,,1,2,1,5,3,1,1,1,1,3,1,3,3,4,1,3,2,5,5,3,5,1,3,2,5,3,3,1,5,5,3,1,1,3,5,5,5,5,5,5,5,5,2,2,1,1,1,1,1,1,3,5,5,3,3,5,5,5,2,5,5,,1,3,1,5,1,5,1,1,4,4,4,4,3,2,1,4,3,3,-4,4,4,4,-4,-3,4,4,4,4,4,4,Throw garbage in the right,,,16,2,2,2,1,2,2
285,Moments that have already been lived.,Moments and things I do in everyday life.,Things that are yet to happen.,4,4,4,2,4,1,1,1,2,1,3,2,2,1,2,3,3,2,3,2,2,3,3,2,3,3,2,2,2,3,3,4,2,3,3,3,2,3,4,3,3,1,4,3,2,1,4,3,1,1,2,3,3,4,4,4,4,2,4,4,3,2,2,3,3,3,3,3,4,3,3,3,2,4,3,3,3,2,4,4,3,2,2,4,4,2,2,2,2,2,3,2,2,2,1,2,3,3,-2,2,,1,-3,-4,0,1,1,1,1,1,,,,16,1,3,,1,3,2
286,Memories.,Uncertain.,Something I look forward to.,2,4,4,7,4,4,4,3,4,4,3,4,4,4,5,2,5,1,3,2,3,3,4,1,3,2,4,3,2,,3,2,3,4,4,2,2,3,2,,3,3,3,4,3,2,4,2,4,4,4,2,4,2,4,3,4,4,4,2,3,2,2,2,2,4,2,4,4,3,3,3,3,2,4,4,4,4,2,3,3,2,3,3,4,3,2,3,2,3,4,2,2,2,3,2,2,1,-4,4,4,2,-4,-4,3,3,4,4,4,4,,,,16,2,2,2,1,3,5
287,As a learning.,As a time to do the things that were meant to be done in the past.,I can't answer right now.,4,4,4,7,2,5,3,3,4,5,2,3,4,3,5,4,1,3,1,5,5,4,3,3,3,5,3,3,5,1,3,1,3,3,1,3,4,1,1,3,5,5,4,1,3,3,5,5,1,3,1,3,3,3,3,1,4,3,3,1,1,1,4,5,5,3,3,3,3,5,5,3,3,4,3,3,3,4,5,4,3,2,3,4,4,3,3,2,3,3,4,2,2,2,2,2,4,3,-2,-1,3,1,0,1,-2,1,-1,1,-1,3,,,,16,1,3,1,2,1,1
288,Tragic.,"The moment of opportunity, a little frustration with academic and love life.",Achieving all my plans.,4,4,4,6,4,2,2,3,1,3,3,3,2,1,5,3,3,1,4,4,5,4,4,1,4,2,,4,5,1,4,4,1,1,4,1,1,3,1,4,5,5,4,3,4,2,5,3,4,4,4,1,3,5,5,5,5,5,5,5,5,5,3,3,4,4,4,4,5,4,5,4,5,3,3,4,3,5,5,4,3,2,5,2,4,4,4,5,4,4,4,0,0,0,0,1,0,0,-4,1,4,3,-4,-4,3,4,4,4,3,4,,,,16,2,6,1,1,,3
289,I use my past experiences to reflect and learn about present and mainly future decisions.,Moment when it's time to act and not refer to past mistakes.,"It's the life you build now, in the present.",3,4,4,7,4,2,2,2,2,4,3,4,2,3,5,4,3,1,2,1,4,3,3,5,3,4,5,3,3,1,4,3,5,2,2,1,2,3,1,4,2,5,4,3,3,1,5,5,3,2,3,2,2,4,2,3,2,1,2,5,2,1,1,4,4,2,3,5,2,3,4,4,4,3,4,3,2,3,4,5,3,2,2,5,5,3,1,2,2,3,2,1,2,2,1,2,4,1,-4,1,4,4,-4,-4,2,4,4,4,4,3,,,,16,2,6,2,2,3,3
290,"Something that has passed, happened and is left behind.","The now, which defines my tomorrow.",The result of my efforts for a better life.,4,4,4,6,3,3,2,3,1,3,1,1,2,3,5,2,5,1,4,5,5,3,5,1,4,4,5,4,5,1,4,5,5,1,1,1,1,1,1,5,1,5,3,1,4,2,5,5,4,3,3,2,2,4,5,2,2,2,2,4,2,2,1,2,5,1,2,4,2,5,4,4,3,5,5,5,2,2,5,1,2,1,1,5,5,3,3,1,1,3,4,2,3,3,2,4,3,4,-4,2,4,3,-4,-4,4,0,4,4,4,4,Volunteer to remove trash,,,16,1,2,2,1,5,5
291,Something of memories and events. Things we forget or keep forever.,The moment when your choices matter a lot.,Something we can't expect something we can't create expectations.,4,4,2,1,3,1,3,3,3,1,1,1,1,1,1,5,1,4,1,1,3,4,1,3,,2,3,2,5,3,3,5,3,4,1,3,1,5,3,1,3,5,1,3,3,4,4,5,2,3,3,3,3,5,5,5,5,4,3,1,1,4,5,3,3,3,5,2,5,2,3,1,5,5,3,1,1,5,4,1,3,3,5,3,1,3,5,3,4,4,1,0,0,0,0,4,4,4,-4,4,4,4,-4,-4,4,4,4,4,4,4,Environmental sanitation c,Working to live more sustainably.,Studying about.,16,2,1,1,2,3,3
292,The time that has passed.,The time that is happening.,The time it will happen.,4,4,3,4,4,3,1,1,3,3,4,2,3,3,4,5,2,3,2,5,3,3,2,2,3,5,3,3,5,2,4,4,3,3,1,2,2,1,1,3,5,3,3,1,3,1,5,5,3,1,3,2,1,3,4,1,3,2,4,3,3,2,2,5,5,3,2,5,1,5,2,4,1,5,3,2,2,2,5,3,2,2,2,4,4,,2,2,2,4,4,1,1,1,0,4,2,2,-4,4,4,3,-4,-4,4,3,4,4,3,3,Do not throw rubbish on th,Avoid using plastics.,Recycling.,16,2,1,,2,2,3
293,Something that has passed.,What is happening.,Something that will happen.,4,4,4,7,4,4,2,4,3,5,4,5,5,3,4,2,4,3,4,1,3,1,4,2,1,1,4,4,1,1,4,1,,1,4,3,4,4,3,4,1,4,1,4,4,4,2,3,4,3,3,3,3,3,3,3,4,4,3,2,4,4,2,4,4,,3,3,3,4,4,4,4,4,4,3,3,3,3,4,2,4,3,3,4,3,2,2,2,2,1,1,2,1,2,3,2,2,-3,-1,0,2,-3,-3,1,1,-3,0,0,-1,,,,16,1,1,,2,4,4
294,It would be every action performed before the current time that has some influence on our behavior.,It would be the most recent actions that will influence our future actions.,The set of all experience and learning accumulated by all the years of our life.,4,4,3,2,3,2,4,4,2,3,2,3,3,4,4,2,5,1,5,1,4,3,5,1,4,2,4,4,2,2,4,1,4,2,4,2,2,5,1,4,1,5,3,5,4,4,2,1,5,4,3,4,2,3,4,2,4,4,4,4,2,2,1,3,4,2,3,4,4,3,4,4,1,3,5,4,4,2,4,4,2,2,3,4,4,4,2,1,2,2,1,3,4,2,1,2,0,2,-3,3,4,4,3,-4,4,4,3,2,4,3,Recycling at home.,Avoiding using the car.,,16,1,1,3,2,3,5
295,"Like something that has passed, that has already happened.","As something that is happening, not necessarily at the exact moment.",As something that will happen and that nobody knows how it will really be.,3,4,4,7,4,3,3,3,2,4,3,4,4,4,4,2,5,2,4,1,3,3,4,2,4,2,3,3,1,2,3,1,3,2,4,2,2,1,2,4,1,3,2,4,4,3,2,2,4,3,3,3,2,2,3,2,3,3,3,2,2,2,1,4,3,2,2,3,2,3,4,4,3,4,4,3,2,2,3,4,4,2,2,4,4,3,2,2,2,1,2,2,2,2,2,2,1,1,-2,3,4,4,0,3,4,4,-3,-4,3,3,,,,16,2,6,2,2,3,3
296,Something that already happened.,Things that are happening.,Things that will happen.,3,4,4,6,2,4,2,2,1,4,3,4,3,3,4,3,5,3,4,1,5,2,4,5,4,2,5,4,1,1,4,1,5,3,4,2,2,4,2,4,2,5,3,4,4,3,4,4,4,3,3,3,3,3,4,3,3,3,,3,2,2,2,3,3,3,3,4,3,,4,4,3,4,4,3,3,4,4,3,3,3,2,2,3,3,2,2,1,2,3,2,2,1,1,2,1,1,-1,0,3,2,-2,-3,0,4,3,3,2,0,Reduce car use.,Increase the use of bicycles.,Use renewable bridges.,16,1,6,2,2,3,3
297,Like a moment that has passed and doesn't go back,"Like a moment so, so fleeting that it almost doesn't exist, a moment you can't keep, because it soon becomes past.","As a moment formed by a range of possibilities, in which these will happen (or not) depending on your actions taken.",3,1,3,4,3,2,2,4,3,2,1,3,1,3,4,5,3,3,1,5,3,5,3,2,1,5,3,1,5,3,2,5,3,5,3,2,5,1,3,1,5,3,4,3,3,1,5,5,3,1,1,5,5,3,5,4,5,5,5,4,2,1,2,5,2,1,4,3,3,1,5,3,2,3,5,1,5,3,5,2,4,5,3,3,5,4,2,3,3,2,4,1,1,1,0,4,4,2,-4,4,4,4,-4,-4,0,3,4,1,4,2,,,,16,2,2,2,2,3,3
298,Ad experiences that we have already experienced and that influence the present and future.,It's where you have the chance to create a past and change the future.,"Future is the decisions we made in our past/present, the things that happened to us and are happening that will shape the future",4,4,4,7,4,2,1,3,1,2,2,4,3,1,5,3,4,3,2,1,5,4,2,1,3,1,5,3,2,1,5,1,5,3,4,2,4,1,1,3,1,5,5,4,4,1,5,5,4,1,5,2,2,5,5,4,5,5,5,2,2,1,1,3,4,3,2,3,5,4,5,4,2,4,5,3,2,2,4,4,4,2,2,3,4,2,4,2,3,4,3,2,1,2,0,1,4,2,-4,4,4,4,-4,-4,4,4,4,4,3,3,,,,16,2,2,2,2,4,4
299,A grouping of stories and memories that narrate the experience of something or someone.,Actions and choice that interfere directly with us every day.,As a perspective of events from which we want what pleases us most.,4,4,4,6,4,4,2,4,3,4,3,2,3,4,5,2,4,3,4,3,4,2,5,2,3,3,4,4,3,4,4,3,4,3,3,4,3,3,2,3,3,3,3,4,4,3,4,3,5,3,4,2,3,4,4,4,4,2,3,4,2,2,2,5,4,2,3,5,4,4,3,3,3,3,4,3,3,2,4,2,3,3,4,4,4,4,2,2,2,2,4,2,3,3,2,3,3,4,-4,3,4,4,-4,-4,2,3,4,4,4,4,,,,16,2,2,3,2,5,5
300,As something that has passed and serves as experience.,Something that happens in the now.,"Something uncertain, but ""controllable"".",3,4,3,2,4,3,3,4,3,4,3,4,3,4,4,3,3,2,4,2,2,4,4,2,2,3,4,3,2,3,4,2,3,2,4,3,3,3,3,3,3,3,3,4,4,2,3,3,4,3,2,4,2,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,4,3,3,3,2,3,3,2,1,3,2,3,3,3,-1,3,3,3,-3,-2,3,3,3,2,3,3,,,,16,1,6,3,2,3,3
301,,,,4,4,4,7,4,5,4,3,4,4,5,4,4,5,5,1,5,5,5,1,5,4,5,1,5,1,5,5,1,1,5,5,5,1,5,1,1,5,1,5,1,5,5,5,5,5,1,1,5,1,1,1,1,1,4,3,4,3,4,4,1,1,1,1,2,2,3,3,3,5,5,5,1,1,5,,1,1,5,5,5,1,5,5,5,1,5,5,3,0,4,3,3,4,4,3,4,3,0,4,4,4,-4,4,4,4,4,0,0,0,,,,16,1,2,3,2,3,3
302,Something that happened and marked my life.,What happens at the moment.,What will happen.,3,4,4,7,4,2,3,3,3,4,,,,,5,2,5,2,5,2,4,3,4,1,4,2,5,4,2,1,4,1,4,1,4,2,2,4,2,5,1,4,2,4,4,1,4,3,4,2,1,4,4,4,4,4,3,4,4,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,3,3,3,3,4,3,4,4,3,4,3,3,3,4,2,2,3,3,3,3,2,2,2,2,-4,1,3,3,-3,-1,1,3,3,3,3,0,,,,16,1,6,2,2,4,3
303,Things that defined me.,,Hope.,4,3,3,6,4,4,2,3,4,2,2,3,3,4,5,2,3,1,4,3,3,2,3,2,4,3,3,4,3,1,4,3,4,2,3,2,2,2,1,4,4,3,2,3,4,1,4,2,4,3,4,3,4,2,5,3,3,5,4,4,3,3,4,3,3,4,,2,3,2,5,4,3,2,4,3,3,2,4,4,5,3,3,3,4,2,5,4,2,3,3,2,3,3,1,3,1,2,-4,2,4,2,-2,-3,3,1,3,2,1,1,,,,16,1,6,3,2,4,3
304,"Something that has passed, but whose consequences can affect the present and even the future.","It's the now, the exact moment we are.",As something that is distant and in the present at the same time. Something like the near future and the more distant future.,3,4,4,6,4,2,2,3,3,3,1,3,3,1,4,2,4,1,4,1,3,2,4,1,4,2,3,4,2,2,4,2,3,2,4,2,2,3,1,4,2,3,2,4,4,2,2,2,4,1,5,2,2,5,5,2,4,4,4,4,2,3,2,4,4,3,2,4,3,4,3,3,4,4,4,4,4,2,4,2,3,4,3,4,4,3,2,4,2,2,3,2,4,2,1,4,4,4,-4,4,4,4,-4,-4,4,4,4,4,4,4,Extension project involvin,Personal attitudes to avoid such problems.,,16,2,2,2,3,3,3
305,"In my opinion, I think the past can be defined by things that happened a long time ago or a short time ago.","The things we live now, whether they are good or bad.",Like an uncertainty that we cling to on a daily basis so as not to give up on the present.,4,4,3,5,4,4,4,5,3,5,2,2,2,4,2,4,4,2,3,1,1,4,3,2,2,2,2,2,3,4,2,2,3,4,4,5,4,3,2,2,,2,4,4,3,1,3,2,4,3,3,4,4,4,5,3,5,5,5,5,3,3,3,3,3,2,3,4,2,3,2,3,3,4,3,3,4,2,4,3,2,4,2,4,4,3,3,3,4,4,4,1,1,1,1,4,4,4,-4,4,4,3,-4,-4,4,4,4,4,4,3,Decrease plastic consumpti,Avoid polluting products.,Do not throw rubbish in inappropriate places.,16,2,6,2,2,2,3
306,A way to learn from mistakes and successes.,Undefined.,Undefined.,3,4,4,7,4,3,2,1,2,1,2,2,2,2,2,5,5,3,2,1,1,5,3,4,1,1,1,1,1,5,2,1,1,4,5,5,5,5,1,1,1,1,5,5,1,1,5,4,3,4,3,5,5,5,5,5,5,3,5,4,3,3,3,3,2,3,5,4,3,1,5,3,5,3,5,3,3,1,5,3,5,5,3,5,5,5,,5,4,4,3,0,0,0,0,3,0,4,-4,4,4,4,-4,-2,4,4,4,4,4,4,,,,16,1,6,4,2,5,5
307,As something that was left behind but that defines my present.,"The now, what we are living.","Something that will still happen, that will happen according to what I did in the present.",3,4,3,6,2,1,2,3,1,2,2,1,1,1,4,2,5,2,3,1,3,4,3,1,3,1,3,3,2,2,4,1,3,1,4,1,1,3,1,3,2,4,1,3,4,2,3,3,4,2,4,2,2,2,2,2,2,2,2,4,2,2,1,3,3,2,2,4,1,4,5,4,2,4,5,3,2,2,3,3,5,2,2,3,5,4,3,2,2,0,2,3,3,0,2,1,0,0,-4,3,4,4,-4,-4,4,4,4,4,4,4,Do not pick up rubbish on,Save water.,Turn off the tap.,16,2,1,2,1,3,5
308,"Actions taken that cannot be ""undone"".","My final performances, emotional and social in an instant.",Consequences of acts in the present.,4,4,3,7,4,3,1,3,2,4,4,3,4,3,3,2,3,4,3,4,4,4,4,1,3,4,4,3,4,2,4,3,4,3,3,1,2,3,1,3,4,4,4,2,3,2,5,4,4,1,3,2,2,2,3,2,2,2,2,4,2,2,5,5,3,3,2,5,4,4,4,3,2,4,4,2,2,2,4,1,2,1,3,5,3,2,4,1,3,2,3,2,3,3,0,3,2,3,-4,2,4,2,-4,-4,3,2,3,4,2,2,Organize expenses.,People's awareness.,Debate.,16,1,2,2,1,4,3
